提出日,確定状況,編集日,,Idマージ　自動転記,L1-ID,L2-ID,L3-ID,L4-ID,L5-ID,L6-ID,分類 ID,新規追加,新規追加,LV,L1,L2,L3,L4,L5,L6,XA3A移行数,XA3P移行数,画像挿入,自動転記の為入力不要,,英語文字数,K列からの自動転記,,,,,,,,,,,,,,,,,,,分類属性No1,,,分類属性No2,,,分類属性No3,,,分類属性No4,,,分類属性No5,,,分類属性No6,,,分類属性No7,,,分類属性No8,,,分類属性No9,,,分類属性No10,,,分類属性No11,,,分類属性　TOP,,,,,,,
NSSOL提出日,確定状況,確定日,品名タイプ,並べ替え用ID,L1-ID,L2-ID,L3-ID,L4-ID,L5-ID,L6-ID,PLM ID,品名ID,語彙マスタID,Lv,L1-J,L2-J,L3-J,L4-J,L5-J,L6-J,XA3A移行数,XA3P移行数,アイコン画像,最下層名称　日本語（Japanese）,最下層名称　マスタ（master),英B数,内部名,DFK辞典,分類ツリー　英語（US)　English United States,分類ツリー　英語(UK)　English United Kingdom,分類ツリー　韓国語　Korean,分類ツリー 中国語簡体　Chinese China,分類ツリー 中国語繁体　Chinese Taiwan,GL勘定コード,分類/品名,部品分類,規格化対象,ケーブルASSYの有無,納品WTP,品目WTP,名称分類,品名説明,具体的な製品の用途例,品名及び分類属性に対しての懸念,主な部品メーカー,ID-1,分類属性-1,分類属性値-1,ID-2,分類属性-2,分類属性値-2,ID-3,分類属性-3,分類属性値-3,ID-4,分類属性-4,分類属性値-4,ID-5,分類属性-5,分類属性値-5,ID-6,分類属性-6,分類属性値-6,ID-7,分類属性-7,分類属性値-7,ID-8,分類属性-8,分類属性値-8,ID-9,分類属性-9,分類属性値-9,ID-10,分類属性-10,分類属性値-10,ID-11,分類属性-11,分類属性値-11,ID-TOP,分類属性-TOP,分類属性値-TOP,付与ID,言語種類,最下層名称の読み方　カタカナ,日本語頭文字,略語の正式名称
2022/5/16,再確定,5/16,分類＝品名,005_123_003,005,123,003,,,,712,712,SV,3,電気制御部品,配線部品,光ファイバケーブル,,,,,,,光ファイバケーブル,FIBER_OPTIC_CABLE,17,0712,DFK辞典なし,,,FIBER_OPTIC_CABLE,,,,品名,カタログ購入品加工,コンテンツセンタ登録なし,,,,一般用語,光ファイバに保護外被覆を施したもの,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",712,漢字+カタカナ,ヒカリファイバケーブル,ヒ,
2021/5/17,再確定,4/29,分類＝品名,005_123_005,005,123,005,,,,718,718,SV,3,電気制御部品,配線部品,平編銅線,,,,,,,平編銅線,FLAT_BRAIDED_COPPER_WIRE,24,0718,DFK辞典なし,,,FLAT_BRAIDED_COPPER_WIRE,,,66050060,品名,カタログ購入品加工,コンテンツセンタ登録なし,,,,一般用語,アース接続用の導線。細線を網状に編んだ裸電線,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",718,漢字のみ,ヒラヘンドウセン,ヒ,
2021/5/10,確定,4/29,分類＝品名,005_123_006,005,123,006,,,,719,719,SV,3,電気制御部品,配線部品,同軸ケーブル,,,,,,,同軸ケーブル,COAXIAL_CABLE,13,0719,同軸ケーブル,,,COAXIAL_CABLE,,,,品名,カタログ購入品加工,コンテンツセンタ登録なし,,,,一般用語,高周波信号用の同軸ケーブル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",719,漢字+カタカナ,ドウジクケーブル,ド,
2022/5/26,再確定,5/26,分類,005_123_007,005,123,007,,,,720,720,SV,3,電気制御部品,配線部品,コネクタ関連部品,,,,,,,コネクタ関連部品,CONNECTOR_RELATED_PARTS,23,0720,DFK辞典なし,,,CONNECTOR_RELATED_PARTS,?接器；?源插?,連接器，插頭,,分類,カタログ購入品,コンテンツセンタ登録なし,,,,一般用語,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",,漢字+カタカナ,コネクタカンレンブヒン,コ,
2021/5/10,確定,4/29,分類＝品名,005_123_007_001,005,123,007,001,,,730,730,SV,4,電気制御部品,配線部品,コネクタ関連部品,コネクタ,,,302,,,コネクタ,CONNECTOR,9,0730,コネクタ,,,CONNECTOR,,,,品名,カタログ購入品,コンテンツセンタ登録なし,,,,一般用語,電線接続用のコネクタ,,,,203,極数,整数値,463,コネクタ形状,"丸形,角型,D-SUB,BNC",465,コネクタ種別,"オス,メス",90,定格電圧(V),実数値,104,定格電流(A),実数値,464,コネクタ結線方法,"圧着,圧接,ハンダ付け,レバー・スプリング,ネジ",,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",730,カタカナのみ,コネクタ,コ,
2021/5/17,確定,5/14,分類＝品名,005_123_007_002,005,123,007,002,,,729,729,SV,4,電気制御部品,配線部品,コネクタ関連部品,光コネクタ,,,1,,,光コネクタ,FIBER_OPTIC_CONNECTOR,21,0729,DFK辞典なし,,,FIBER_OPTIC_CONNECTOR,,,,品名,カタログ購入品,コンテンツセンタ登録なし,,,,一般用語,光ファイバケーブル用のコネクタ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",729,漢字+カタカナ,ヒカリコネクタ,ヒ,
2021/5/10,確定,4/29,分類,005_123_007_003,005,123,007,003,,,721,721,SV,4,電気制御部品,配線部品,コネクタ関連部品,コネクタ付属品,,,,,,コネクタ付属品,CONNECTOR_ACCESSORY,19,0721,DFK辞典なし,,,CONNECTOR_ACCESSORY,,,,分類,カタログ購入品,コンテンツセンタ登録なし,,,,一般用語,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",,漢字+カタカナ,コネクタフゾクヒン,コ,
2022/5/26,再確定,5/26,分類＝品名,005_123_007_003_002,005,123,007,003,002,,723,723,SV,5,電気制御部品,配線部品,コネクタ関連部品,コネクタ付属品,かん合固定台,,6,,,かん合固定台,MATING_BASE,11,0723,DFK辞典なし,,,MATING_BASE,,,,品名,カタログ購入品,コンテンツセンタ登録なし,,,,一般用語,D-SUBタイプのコネクタのコネクタ固定用の付属品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",723,漢字+ひらがな,カンゴウコテイダイ,カ,
2021/5/10,確定,4/29,分類＝品名,005_123_007_003_003,005,123,007,003,003,,724,724,SV,5,電気制御部品,配線部品,コネクタ関連部品,コネクタ付属品,コネクタカバー,,411,,,コネクタカバー,CONNECTOR_COVER,15,0724,DFK辞典なし,,,CONNECTOR_COVER,,,,品名,カタログ購入品,コンテンツセンタ登録なし,,,,一般用語,コネクタのハウジングあるいは電線部分の保護のために取りつけるカバー,,,,463,コネクタ形状,"丸形,角型,D-SUB,BNC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",724,カタカナのみ,コネクタカバー,コ,
2021/5/17,再確定,4/29,分類＝品名,005_123_007_003_004,005,123,007,003,004,,725,725,SV,5,電気制御部品,配線部品,コネクタ関連部品,コネクタ付属品,シェルキット,,20,,,シェルキット,SHELL_KIT,9,0725,DFK辞典なし,,,SHELL_KIT,,,,品名,カタログ購入品,コンテンツセンタ登録なし,,,,一般用語,コネクタカバー、ラッチ、ケーブルクランプ、ネジなどをセットにしたもの。コネクタキットも同義。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",725,カタカナのみ,シェルキット,シ,
2021/5/17,再確定,4/29,分類＝品名,005_123_007_003_005,005,123,007,003,005,,726,726,SV,5,電気制御部品,配線部品,コネクタ関連部品,コネクタ付属品,ストレインリリーフ,,5,,,ストレインリリーフ,STRAIN_RELIEF,13,0726,DFK辞典なし,,,STRAIN_RELIEF,,,,品名,カタログ購入品,コンテンツセンタ登録なし,,,,一般用語,フラットケーブルコネクタの付属品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",726,カタカナのみ,ストレインリリーフ,ス,
2021/5/17,再確定,4/29,分類＝品名,005_123_007_003_006,005,123,007,003,006,,727,727,SV,5,電気制御部品,配線部品,コネクタ関連部品,コネクタ付属品,リテーナ,,7,,,リテーナ,RETAINER,8,0727,DFK辞典なし,,,RETAINER,,,,品名,カタログ購入品,コンテンツセンタ登録なし,,,,一般用語,JST中継用コネクタの付属部品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",727,カタカナのみ,リテーナ,リ,
2021/5/17,再確定,4/29,分類＝品名,005_123_007_003_007,005,123,007,003,007,,728,728,SV,5,電気制御部品,配線部品,コネクタ関連部品,コネクタ付属品,誤挿入防止ピン,,2,,,誤挿入防止ピン,MISINSERTION_PREVENTION_PIN,27,0728,DFK辞典なし,,,MISINSERTION_PREVENTION_PIN,,,,品名,カタログ購入品,コンテンツセンタ登録なし,,,,一般用語,コネクタが誤って挿入されることを防止するために取り付ける。コネクタと防止ピンの位置が合わないと挿入できない。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",728,漢字+カタカナ,ゴソウニュウボウシピン,ゴ,
2021/5/17,確定,5/14,分類＝品名,005_123_007_003_009,005,123,007,003,009,,189,189,SV,5,電気制御部品,配線部品,コネクタ関連部品,コネクタ付属品,シーケンシャルクリップ,,1,,,シーケンシャルクリップ,SEQUENTIAL_CLIP,15,0189,DFK辞典なし,,,SEQUENTIAL_CLIP,,,,品名,カタログ購入品,コンテンツセンタ登録なし,,,,一般用語,コンタクトのファーストメイク・ラストブレークに使用する,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",189,カタカナのみ,シーケンシャルクリップ,シ,
2022/5/12,再確定,5/12,分類＝品名,005_123_007_003_010,005,123,007,003,010,,206,206,SV,5,電気制御部品,配線部品,コネクタ関連部品,コネクタ付属品,コネクタ止めねじ,,12,,,コネクタ止めねじ,CONNECTOR_SET_SCREW,19,0206,DFK辞典なし,,,CONNECTOR_SET_SCREW,,,,品名,カタログ購入品,コンテンツセンタ登録なし,,,,一般用語,ボルトの頭が薄い六角ボルト。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",206,漢字+カタカナ+ひらがな,コネクタトメネジ,コ,
2022/5/26,再確定,5/26,品名任意,005_123_007_003_010,005,123,007,003,010,,1660,1660,SV,5,電気制御部品,配線部品,コネクタ関連部品,コネクタ付属品,その他 コネクタ付属部品,,7,,,その他 コネクタ付属部品,OTHER_CONNECTOR_ACCESSORY,25,1660,DFK辞典なし,,,OTHER_CONNECTOR_ACCESSORY,,,,品名,カタログ購入品,コンテンツセンタ登録なし,,,,一般用語,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",1660,漢字+カタカナ+ひらがな+スペース,ソノタ コネクタフゾクブヒン,ソ,
2022/7/8,登録しない,5/26,品名推奨LIST,005_123_007_003_010_001,005,123,007,003,010,001,ID無し,R3020,SV,6,電気制御部品,配線部品,コネクタ関連部品,コネクタ付属品,その他 コネクタ付属部品,RJ45用ブーツ,,,,RJ45用ブーツ,RJ45_BOOT,9,#VALUE!,DFK辞典なし,,,RJ45_BOOT,,,,品名推奨LIST,カタログ購入品,コンテンツセンタ登録なし,,,,一般用語,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",1660,漢字+カタカナ+英語+数字,RJ45ヨウブーツ,R,
2022/5/26,再確定,5/26,品名任意,005_123_007_004,005,123,007,004,,,1601,1601,SV,4,電気制御部品,配線部品,コネクタ関連部品,コネクタ中継アダプタ,,,8,,,コネクタ中継アダプタ,CONNECTOR_RELAY_ADAPTER,23,1601,DFK辞典なし,,,CONNECTOR_RELAY_ADAPTER,,,,品名,カタログ購入品,コンテンツセンタ登録なし,,,,DFK用語,コネクタ同士の中継を行う部材,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",1601,漢字+カタカナ+英語+数字,コネクタチュウケイアダプタ,コ,
2022/4/4,登録しない,5/6,品名推奨LIST,005_123_007_004_001,005,123,007,004,001,,188,R188,SV,5,電気制御部品,配線部品,コネクタ関連部品,コネクタ中継アダプタ,ヌルモデムアダプタ,,,,,ヌルモデムアダプタ,NULL_MODEM_ADAPTER,18,0188,DFK辞典なし,,,NULL_MODEM_ADAPTER,,,,品名推奨LIST,,コンテンツセンタ登録なし,,,品目,一般用語,ストレート接続とクロス接続を変換する機器,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",1601,カタカナのみ,ヌルモデムアダプタ,ヌ,
2021/5/17,確定,5/14,分類＝品名,005_123_007_005,005,123,007,005,,,735,735,SV,4,電気制御部品,配線部品,コネクタ関連部品,コンタクト,,,212,,,コンタクト,CONTACT,7,0735,DFK辞典なし,,,CONTACT,,,,品名,カタログ購入品,コンテンツセンタ登録なし,,,,一般用語,コネクタを結合したとき相互に電気的な接続をするための接触子,,コンタクト多数につき分類を分けた方がいいのでは？,,62,適合電線サイズ(AWG)最大,"4/0,3/0,2/0,1/0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40",61,適合電線外径最大値(mm),実数値,465,コネクタ種別,"オス,メス",104,定格電流(A),実数値,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",735,カタカナのみ,コンタクト,コ,
2022/5/16,再確定,5/16,分類,005_123_008,005,123,008,,,,742,742,SV,3,電気制御部品,配線部品,圧着端子,,,,,,,圧着端子,CRIMP_TERMINAL,14,0742,圧着端子,,,CRIMP_TERMINAL,,,,分類,カタログ購入品,コンテンツセンタ登録なし,,,,一般用語,,,,,58,電線サイズ(AWG),"4/0,3/0,2/0,1/0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",,漢字のみ,アッチャクタンシ,ア,
2022/5/26,再確定,5/26,分類＝品名,005_123_008_001,005,123,008,001,,,743,743,SV,4,電気制御部品,配線部品,圧着端子,Y型圧着端子,,,12,,,Y型圧着端子,FORK_TERMINAL,13,0743,DFK辞典なし,,,FORK_TERMINAL,,,66050060,品名,カタログ購入品,コンテンツセンタ登録なし,,,,一般用語,裸圧着端子Y形、絶縁被覆付き圧着端子Y形,,,,58,電線サイズ(AWG),"4/0,3/0,2/0,1/0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40",149,ネジサイズ,"M2,M2.5,M3,M4,M5,M6,M8,M10,M12,M16,M20,M24,M30",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",743,漢字+英語,Yガタアッチャクタンシ,Y,
2022/5/26,再確定,5/26,分類＝品名,005_123_008_002,005,123,008,002,,,744,744,SV,4,電気制御部品,配線部品,圧着端子,スリーブ,,,19,,,スリーブ,BUTT_CONNECTOR,14,0744,スリーブ,,,BUTT_CONNECTOR,,,,品名,カタログ購入品,コンテンツセンタ登録なし,,,,一般用語,2本または複数の電線を接続するための圧着端子,,,,58,電線サイズ(AWG),"4/0,3/0,2/0,1/0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",744,カタカナのみ,スリーブ,ス,
2022/5/26,再確定,5/26,分類＝品名,005_123_008_003,005,123,008,003,,,745,745,SV,4,電気制御部品,配線部品,圧着端子,フェルール,,,96,,,フェルール,WIRE_FERRULE,12,0745,DFK辞典なし,,,WIRE_FERRULE,,,,品名,カタログ購入品,コンテンツセンタ登録なし,,,,一般用語, 電線の終端処理をする部品の一。電線とほぼ同径の円筒状で、被覆(ひふく)を?いた終端を中に通し外部から圧着する。圧着後は角筒になる。,,,,58,電線サイズ(AWG),"4/0,3/0,2/0,1/0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",745,カタカナのみ,フェルール,フ,
2022/5/26,再確定,5/26,分類＝品名,005_123_008_004,005,123,008,004,,,746,746,SV,4,電気制御部品,配線部品,圧着端子,ブレード端子,,,8,,,ブレード端子,FLAT_BLADE_TERMINAL,19,0746,DFK辞典なし,,,FLAT_BLADE_TERMINAL,,,,品名,カタログ購入品,コンテンツセンタ登録なし,,,,一般用語,先端がが平型になった圧着端子、,,,,58,電線サイズ(AWG),"4/0,3/0,2/0,1/0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",746,漢字+カタカナ,ブレードタンシ,ブ,
2022/5/16,再確定,5/16,分類＝品名,005_123_008_005,005,123,008,005,,,747,747,SV,4,電気制御部品,配線部品,圧着端子,丸型圧着端子,,,101,,,丸型圧着端子,RING_TERMINAL,13,0747,DFK辞典なし,,,RING_TERMINAL,,,,品名,カタログ購入品,コンテンツセンタ登録なし,,,,一般用語,裸圧着端子丸形、絶縁被覆付き圧着端子丸形,,,,58,電線サイズ(AWG),"4/0,3/0,2/0,1/0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40",149,ネジサイズ,"M2,M2.5,M3,M4,M5,M6,M8,M10,M12,M16,M20,M24,M30",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",747,漢字のみ,マルガタアッチャクタンシ,マ,
2022/5/26,再確定,5/26,分類＝品名,005_123_008_006,005,123,008,006,,,748,748,SV,4,電気制御部品,配線部品,圧着端子,閉端子,,,7,,,閉端子,TERMINAL_BUTT_SPLICE,20,0748,DFK辞典なし,,,TERMINAL_BUTT_SPLICE,,,,品名,カタログ購入品,コンテンツセンタ登録なし,,,,一般用語,絶縁被覆の片側が閉じた形状になったスリーブ,,,,58,電線サイズ(AWG),"4/0,3/0,2/0,1/0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",748,漢字のみ,ヘイタンシ,ヘ,
2022/5/26,再確定,5/26,分類＝品名,005_123_008_007,005,123,008,007,,,749,749,SV,4,電気制御部品,配線部品,圧着端子,棒型圧着端子,,,10,,,棒型圧着端子,PIN_TERMINAL,12,0749,DFK辞典なし,,,PIN_TERMINAL,,,,品名,カタログ購入品,コンテンツセンタ登録なし,,,,一般用語,先端の断面が円形になった圧着端子,,,,58,電線サイズ(AWG),"4/0,3/0,2/0,1/0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",749,漢字のみ,ボウガタアッチャクタンシ,ボ,
2022/5/26,再確定,5/26,分類＝品名,005_123_008_008,005,123,008,008,,,158,158,SV,4,電気制御部品,配線部品,圧着端子,差込型接続端子,,,14,,,差込型接続端子,QUICK_DISCONNECT_TERMINAL,25,0158,DFK辞典なし,,,QUICK_DISCONNECT_TERMINAL,,,,品名,カタログ購入品,コンテンツセンタ登録なし,,,,一般用語,ファストン端子,,,,58,電線サイズ(AWG),"4/0,3/0,2/0,1/0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40",61,適合電線外径最大値(mm),実数値,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",158,漢字のみ,サシコミガタセツゾクタンシ,サ,
2022/5/16,再確定,5/16,分類＝品名,005_123_008_009,005,123,008,009,,,159,159,SV,4,電気制御部品,配線部品,圧着端子,差込型ピン端子,,,,,,差込型ピン端子,BULLET_TERMINAL,15,0159,DFK辞典なし,,,BULLET_TERMINAL,,,,品名,カタログ購入品,コンテンツセンタ登録なし,,,,一般用語,いわゆるギボシ端子,,,,58,電線サイズ(AWG),"4/0,3/0,2/0,1/0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40",61,適合電線外径最大値(mm),実数値,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",159,漢字+カタカナ,サシコミガタピンタンシ,サ,
2021/5/21,再確定,5/7,分類,005_123_009,005,123,009,,,,750,750,SV,3,電気制御部品,配線部品,端子台関連部品,,,,,,,端子台関連部品,TERMINAL_BLOCK_RELATED_PARTS,28,0750,DFK辞典なし,,,TERMINAL_BLOCK_RELATED_PARTS,端子板,端子板,,分類,カタログ購入品,コンテンツセンタ登録なし,,,,一般用語,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",,漢字のみ,タンシダイカンレンブヒン,タ,
2021/5/10,確定,4/29,分類,005_123_009_001,005,123,009,001,,,751,751,SV,4,電気制御部品,配線部品,端子台関連部品,ジャンパ器具,,,,,,ジャンパ器具,JUMPER_PARTS,12,0751,DFK辞典なし,,,JUMPER_PARTS,,,,分類,カタログ購入品,コンテンツセンタ登録なし,,,,一般用語,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",,漢字+カタカナ,ジャンパキグ,ジ,
2021/5/10,確定,4/29,分類＝品名,005_123_009_001_001,005,123,009,001,001,,752,752,SV,5,電気制御部品,配線部品,端子台関連部品,ジャンパ器具,ジャンパプラグ,,36,,,ジャンパプラグ,JUMPER_PLUG,11,0752,DFK辞典なし,,,JUMPER_PLUG,,,,品名,カタログ購入品,コンテンツセンタ登録なし,,,,一般用語,基板上のジャンパー用ポストに挿入して使用する。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,標準定義,"使用可,推奨,用途限定,非推奨",752,カタカナのみ,ジャンパプラグ,ジ,
